;class;family;key;kingdom;month;order;phylum;scientificname;taxonkey;year;direccion_territorial
401;MARCHANTIOPSIDA;MARCHANTIACEAE;SUMAPAZ;PLANTAE;2;MARCHANTIALES;MARCHANTIOPHYTA;MARCHANTIACEAE;6110;1998;  ORINOQUIA
402;LYCOPODIOPSIDA;LYCOPODIACEAE;SUMAPAZ;PLANTAE;2;LYCOPODIALES;TRACHEOPHYTA;LYCOPODIUM CLAVATUM SUBSP. CONTIGUUM (KLOTZSCH) B.A˜LLG.;3992193;1998;  ORINOQUIA
403;MAGNOLIOPSIDA;FABACEAE;SUMAPAZ;PLANTAE;7;FABALES;TRACHEOPHYTA;LUPINUS L.;2963774;1998;  ORINOQUIA
404;MAGNOLIOPSIDA;APIACEAE;SUMAPAZ;PLANTAE;1;APIALES;TRACHEOPHYTA;LILAEOPSIS SCHAFFNERIANA (SCHLTDL.) J.M.COULT. & ROSE;3034179;2002;  ORINOQUIA
405;MAGNOLIOPSIDA;APIACEAE;SUMAPAZ;PLANTAE;1;APIALES;TRACHEOPHYTA;LILAEOPSIS SCHAFFNERIANA (SCHLTDL.) J.M.COULT. & ROSE;3034179;2002;  ORINOQUIA
406;BRYOPSIDA;POTTIACEAE;SUMAPAZ;PLANTAE;7;POTTIALES;BRYOPHYTA;LEPTODONTIUM FLEXIFOLIUM HAMPE, 1864;5280722;1998;  ORINOQUIA
407;BRYOPSIDA;POTTIACEAE;SUMAPAZ;PLANTAE;7;POTTIALES;BRYOPHYTA;LEPTODONTIUM LUTEUM MITTEN, 1869;5280691;1998;  ORINOQUIA
408;BRYOPSIDA;POTTIACEAE;SUMAPAZ;PLANTAE;7;POTTIALES;BRYOPHYTA;LEPTODONTIUM ERYTHRONEURON HERZOG, 1909;5280708;1998;  ORINOQUIA
409;LYCOPODIOPSIDA;ISOETACEAE;SUMAPAZ;PLANTAE;1;ISOETALES;TRACHEOPHYTA;ISOETES BISCHLERAE H.P.FUCHS;3584986;2002;  ORINOQUIA
410;LYCOPODIOPSIDA;ISOETACEAE;SUMAPAZ;PLANTAE;2;ISOETALES;TRACHEOPHYTA;ISOETES L.;2688248;2002;  ORINOQUIA
411;MAGNOLIOPSIDA;HYPERICACEAE;SUMAPAZ;PLANTAE;1;MALPIGHIALES;TRACHEOPHYTA;HYPERICUM JUNIPERINUM (L.F.) KUNTH;3711397;2002;  ORINOQUIA
412;LYCOPODIOPSIDA;LYCOPODIACEAE;SUMAPAZ;PLANTAE;3;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA CRUENTA (SPRING) ROTHM.;3991369;1998;  ORINOQUIA
413;LYCOPODIOPSIDA;LYCOPODIACEAE;SUMAPAZ;PLANTAE;6;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA BERNH.;2688450;1999;  ORINOQUIA
414;BRYOPSIDA;HEDWIGIACEAE;SUMAPAZ;PLANTAE;7;LEUCODONTALES;BRYOPHYTA;HEDWIGIDIUM INTEGRIFOLIUM DIXON, 1939;2678728;1998;  ORINOQUIA
415;LILIOPSIDA;BROMELIACEAE;SUMAPAZ;PLANTAE;1;POALES;TRACHEOPHYTA;GREIGIA REG.;2693919;2002;  ORINOQUIA
416;MAGNOLIOPSIDA;ASTERACEAE;SUMAPAZ;PLANTAE;1;ASTERALES;TRACHEOPHYTA;ESPELETIA MUTIS EX HUMB. & BONPL.;3105048;2002;  ORINOQUIA
417;MAGNOLIOPSIDA;ASTERACEAE;SUMAPAZ;PLANTAE;11;ASTERALES;TRACHEOPHYTA;EMILIA SONCHIFOLIA (L.) DC.;5401598;1998;  ORINOQUIA
418;LILIOPSIDA;CYPERACEAE;SUMAPAZ;PLANTAE;1;POALES;TRACHEOPHYTA;ELEOCHARIS R.BR.;2716791;2002;  ORINOQUIA
419;BRYOPSIDA;DITRICHACEAE;SUMAPAZ;PLANTAE;7;DICRANALES;BRYOPHYTA;DITRICHUM GRACILE KUNTZE, 1891;5282336;1998;  ORINOQUIA
420;BRYOPSIDA;DITRICHACEAE;SUMAPAZ;PLANTAE;7;DICRANALES;BRYOPHYTA;DITRICHUM GRACILE KUNTZE, 1891;5282336;1998;  ORINOQUIA
421;BRYOPSIDA;DICRANACEAE;SUMAPAZ;PLANTAE;7;DICRANALES;BRYOPHYTA;CHORISODONTIUM MITTENII BROTHERUS, 1924;2675408;1998;  ORINOQUIA
422;LILIOPSIDA;CYPERACEAE;SUMAPAZ;PLANTAE;1;POALES;TRACHEOPHYTA;CAREX L.;2721893;2002;  ORINOQUIA
423;MAGNOLIOPSIDA;SOLANACEAE;SUMAPAZ;PLANTAE;11;SOLANALES;TRACHEOPHYTA;CAPSICUM RHOMBOIDEUM (HUMB., BONPL. & KUNTH) KUNTZE;3798167;1998;  ORINOQUIA
424;BRYOPSIDA;BRYACEAE;SUMAPAZ;PLANTAE;7;BRYALES;BRYOPHYTA;BRYUM ELLIPSIFOLIUM MA¼LL.HAL.;9083634;1998;  ORINOQUIA
425;BRYOPSIDA;BARTRAMIACEAE;SUMAPAZ;PLANTAE;2;BRYALES;BRYOPHYTA;BREUTELIA (BRUCH & SCHIMP.) SCHIMP.;2673139;1998;  ORINOQUIA
426;BRYOPSIDA;BARTRAMIACEAE;SUMAPAZ;PLANTAE;4;BRYALES;BRYOPHYTA;BREUTELIA (BRUCH & SCHIMP.) SCHIMP.;2673139;2009;  ORINOQUIA
427;BRYOPSIDA;POTTIACEAE;SUMAPAZ;PLANTAE;7;POTTIALES;BRYOPHYTA;MORINIA EHRENBERGIANA (MA¼LL.HAL.) THA©R.;8281764;1998;  ORINOQUIA
428;MAGNOLIOPSIDA;CONVOLVULACEAE;SUMAPAZ;PLANTAE;11;SOLANALES;TRACHEOPHYTA;BONAMIA TRICHANTHA HALLIER F.;7324476;1998;  ORINOQUIA
429;POLYPODIOPSIDA;BLECHNACEAE;SUMAPAZ;PLANTAE;2;POLYPODIALES;TRACHEOPHYTA;BLECHNUM BUCHTIENII ROSENST.;4079042;1999;  ORINOQUIA
430;BRYOPSIDA;BARTRAMIACEAE;SUMAPAZ;PLANTAE;7;BRYALES;BRYOPHYTA;BARTRAMIA POTOSICA MONTAGNE, 1838;5282457;1998;  ORINOQUIA
431;POLYPODIOPSIDA;ASPLENIACEAE;SUMAPAZ;PLANTAE;1;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM MONANTHES L.;2650637;2002;  ORINOQUIA
432;JUNGERMANNIOPSIDA;ARNELLIACEAE;SUMAPAZ;PLANTAE;2;JUNGERMANNIALES;MARCHANTIOPHYTA;ARNELLIACEAE;2291;1998;  ORINOQUIA
433;BRYOPSIDA;DICRANACEAE;SUMAPAZ;PLANTAE;7;DICRANALES;BRYOPHYTA;CAMPYLOPUS INCACORRALIS HERZOG;8129276;1998;  ORINOQUIA
434;BRYOPSIDA;DICRANACEAE;SUMAPAZ;PLANTAE;7;DICRANALES;BRYOPHYTA;CAMPYLOPUS NIVALIS VAR. MULTICAPSULARIS (MA¼LL.HAL.) J.-P.FRAHM;7851038;1998;  ORINOQUIA
435;LILIOPSIDA;POACEAE;SUMAPAZ;PLANTAE;7;POALES;TRACHEOPHYTA;AGROSTIS L.;2706434;1998;  ORINOQUIA
436;MAGNOLIOPSIDA;FABACEAE;SUMAPAZ;PLANTAE;11;FABALES;TRACHEOPHYTA;ACACIA POLYPHYLLA DC.;2980359;1998;  ORINOQUIA
437;BRYOPSIDA;HYPNACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;VESICULARIA VESICULARIS BROTHERUS, 1908;5283694;2001; ANDES OCCIDENTALES
438;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;TRICHOSTELEUM PAPILLOSUM JAEGER, 1878;2681063;2001; ANDES OCCIDENTALES
439;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;TRICHOSTELEUM PAPILLOSUM JAEGER, 1878;2681063;2001; ANDES OCCIDENTALES
440;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;TRACHYXIPHIUM GLANDULIFERUM CHURCHILL & LINARES C., 1995;2669988;2001; ANDES OCCIDENTALES
441;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;TRACHYXIPHIUM GLANDULIFERUM CHURCHILL & LINARES C., 1995;2669988;2001; ANDES OCCIDENTALES
442;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;TRACHYXIPHIUM GLANDULIFERUM CHURCHILL & LINARES C., 1995;2669988;2001; ANDES OCCIDENTALES
443;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;TRACHYXIPHIUM SUBFALCATUM W.R.BUCK, 1987;2669993;2001; ANDES OCCIDENTALES
444;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;TRACHYXIPHIUM SUBFALCATUM W.R.BUCK, 1987;2669993;2001; ANDES OCCIDENTALES
445;BRYOPSIDA;HOOKERIACEAE;GUACHAROS;PLANTAE;11;HOOKERIALES;BRYOPHYTA;TRACHYXIPHIUM SUBFALCATUM W.R.BUCK, 1987;2669993;2001; ANDES OCCIDENTALES
446;JUNGERMANNIOPSIDA;TRICHOCOLEACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;TRICHOCOLEA FILICAULIS STEPH.;7584952;2001; ANDES OCCIDENTALES
447;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TRACHYLEJEUNEA ASPERIFLORA (SPRUCE) SCHIFFN.;7613628;2001; ANDES OCCIDENTALES
448;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TRACHYLEJEUNEA ASPERIFLORA (SPRUCE) SCHIFFN.;7613628;2001; ANDES OCCIDENTALES
449;BRYOPSIDA;THUIDIACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;THUIDIUM PERUVIANUM MITTEN, 1869;2679471;2001; ANDES OCCIDENTALES
450;BRYOPSIDA;THUIDIACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;THUIDIUM PERUVIANUM MITTEN, 1869;2679471;2001; ANDES OCCIDENTALES
451;BRYOPSIDA;THUIDIACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;THUIDIUM PERUVIANUM MITTEN, 1869;2679471;2001; ANDES OCCIDENTALES
452;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA OBTUSANGULA (SPRUCE) A.EVANS;5710110;2001; ANDES OCCIDENTALES
453;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;TAXITHELIUM PLANUM MITTEN, 1869;2680447;2001; ANDES OCCIDENTALES
454;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA LUSORIA (LINDENB. & GOTTSCHE) SCHIFFNER;7573115;2001; ANDES OCCIDENTALES
455;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA LUSORIA (LINDENB. & GOTTSCHE) SCHIFFNER;7573115;2001; ANDES OCCIDENTALES
456;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.;8311593;2001; ANDES OCCIDENTALES
457;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.;8311593;2001; ANDES OCCIDENTALES
458;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.;8311593;2001; ANDES OCCIDENTALES
459;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.;8311593;2001; ANDES OCCIDENTALES
460;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA PODOPHYLLA (THUNB.) NEES & MONT.;8183615;2001; ANDES OCCIDENTALES
461;BRYOPSIDA;CALYMPERACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827;2670298;2001; ANDES OCCIDENTALES
462;BRYOPSIDA;CALYMPERACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827;2670298;2001; ANDES OCCIDENTALES
463;BRYOPSIDA;CALYMPERACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827;2670298;2001; ANDES OCCIDENTALES
464;BRYOPSIDA;CALYMPERACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827;2670298;2001; ANDES OCCIDENTALES
465;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA BRONGNIARTII MONT.;7436665;2001; ANDES OCCIDENTALES
466;JUNGERMANNIOPSIDA;ADELANTHACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;SYZYGIELLA LIBERATA INOUE;7934717;2001; ANDES OCCIDENTALES
467;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA BRONGNIARTII MONT.;7436665;2001; ANDES OCCIDENTALES
468;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA BRONGNIARTII MONT.;7436665;2001; ANDES OCCIDENTALES
469;BRYOPSIDA;CALYMPERACEAE;GUACHAROS;PLANTAE;11;POTTIALES;BRYOPHYTA;SYRRHOPODON SIMMONDSII STEERE, 1946;2670304;2001; ANDES OCCIDENTALES
470;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA ASPERA STEPH.;7828205;2001; ANDES OCCIDENTALES
471;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA BRASILIENSIS (NEES) NEES & MONT.;2688693;2001; ANDES OCCIDENTALES
472;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA BRASILIENSIS (NEES) NEES & MONT.;2688693;2001; ANDES OCCIDENTALES
473;JUNGERMANNIOPSIDA;PALLAVICINIACEAE;GUACHAROS;PLANTAE;11;PALLAVICINIALES;MARCHANTIOPHYTA;SYMPHYOGYNA BOGOTENSIS (GOTTSCHE) STEPH.;7552587;2001; ANDES OCCIDENTALES
474;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869;2680710;2001; ANDES OCCIDENTALES
475;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869;2680710;2001; ANDES OCCIDENTALES
476;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869;2680710;2001; ANDES OCCIDENTALES
477;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869;2680710;2001; ANDES OCCIDENTALES
478;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869;2680710;2001; ANDES OCCIDENTALES
479;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869;2680710;2001; ANDES OCCIDENTALES
480;BRYOPSIDA;SEMATOPHYLLACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869;2680710;2001; ANDES OCCIDENTALES
481;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;SCHIFFNERIOLEJEUNEA POLYCARPA (NEES) GRADST.;7469001;2001; ANDES OCCIDENTALES
482;JUNGERMANNIOPSIDA;SCAPANIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;SCAPANIA PORTORICENSIS HAMPE & GOTTSCHE;8323578;2001; ANDES OCCIDENTALES
483;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA JAVANICA GOTTSCHE;7778306;2001; ANDES OCCIDENTALES
484;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA NUDICAULIS STEPH.;7586673;2001; ANDES OCCIDENTALES
485;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA NUDICAULIS STEPH.;7586673;2001; ANDES OCCIDENTALES
486;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA VOLUTA TAYLOR;5710154;2001; ANDES OCCIDENTALES
487;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA VOLUTA TAYLOR;5710154;2001; ANDES OCCIDENTALES
488;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA VOLUTA TAYLOR;5710154;2001; ANDES OCCIDENTALES
489;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA VOLUTA TAYLOR;5710154;2001; ANDES OCCIDENTALES
490;JUNGERMANNIOPSIDA;RADULACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;RADULA VOLUTA TAYLOR;5710154;2001; ANDES OCCIDENTALES
491;BRYOPSIDA;NECKERACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;POROTRICHUM LINDIGII (HAMPE) MITT.;7541222;2001; ANDES OCCIDENTALES
492;BRYOPSIDA;NECKERACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;POROTRICHUM LINDIGII (HAMPE) MITT.;7541222;2001; ANDES OCCIDENTALES
493;BRYOPSIDA;NECKERACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;POROTRICHUM LONGIROSTRE MITTEN, 1869;2678661;2001; ANDES OCCIDENTALES
494;BRYOPSIDA;NECKERACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;POROTRICHUM PINIFORME (BRID.) MITT.;7360011;2001; ANDES OCCIDENTALES
495;BRYOPSIDA;NECKERACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;POROTRICHUM PINIFORME (BRID.) MITT.;7360011;2001; ANDES OCCIDENTALES
496;BRYOPSIDA;NECKERACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;POROTRICHUM PINIFORME (BRID.) MITT.;7360011;2001; ANDES OCCIDENTALES
497;BRYOPSIDA;POLYTRICHACEAE;GUACHAROS;PLANTAE;11;POLYTRICHALES;BRYOPHYTA;POLYTRICHADELPHUS LONGISETUS MITTEN, 1869;2682923;2001; ANDES OCCIDENTALES
498;BRYOPSIDA;POLYTRICHACEAE;GUACHAROS;PLANTAE;11;POLYTRICHALES;BRYOPHYTA;POLYTRICHASTRUM TENELLUM G.L.SMITH, 1975;2682933;2001; ANDES OCCIDENTALES
499;BRYOPSIDA;MNIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PLAGIOMNIUM RHYNCHOPHORUM T.KOPONEN, 1971;2677620;2001; ANDES OCCIDENTALES
500;BRYOPSIDA;MNIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PLAGIOMNIUM RHYNCHOPHORUM T.KOPONEN, 1971;2677620;2001; ANDES OCCIDENTALES
501;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA CRISTATA (SW.) LINDENB.;7664165;2001; ANDES OCCIDENTALES
502;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA DISTINCTIFOLIA LINDENB.;8024896;2001; ANDES OCCIDENTALES
503;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA AEREA TAYLOR;7909313;2001; ANDES OCCIDENTALES
504;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA AEREA TAYLOR;7909313;2001; ANDES OCCIDENTALES
505;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA BIFARIA (SW.) LINDENB.;8100531;2001; ANDES OCCIDENTALES
506;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA BIFARIA (SW.) LINDENB.;8100531;2001; ANDES OCCIDENTALES
507;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE;8355224;2001; ANDES OCCIDENTALES
508;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.;7524739;2001; ANDES OCCIDENTALES
509;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA DISTINCTIFOLIA LINDENB.;8024896;2001; ANDES OCCIDENTALES
510;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILA DISTINCTIFOLIA LINDENB.;8024896;2001; ANDES OCCIDENTALES
511;BRYOPSIDA;PHYLLOGONIACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;PHYLLOGONIUM FULGENS BRIDEL, 1827;2673668;2001; ANDES OCCIDENTALES
512;BRYOPSIDA;PHYLLOGONIACEAE;GUACHAROS;PLANTAE;11;HYPNALES;BRYOPHYTA;PHYLLOGONIUM VISCOSUM MITTEN, 1869;2673666;2001; ANDES OCCIDENTALES
513;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PHILONOTIS SPHAEROCARPA BRIDEL, 1827;2676119;2001; ANDES OCCIDENTALES
514;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PHILONOTIS SPHAEROCARPA BRIDEL, 1827;2676119;2001; ANDES OCCIDENTALES
515;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PHILONOTIS SPHAEROCARPA BRIDEL, 1827;2676119;2001; ANDES OCCIDENTALES
516;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PHILONOTIS SPHAEROCARPA BRIDEL, 1827;2676119;2001; ANDES OCCIDENTALES
517;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PHILONOTIS SPHAEROCARPA BRIDEL, 1827;2676119;2001; ANDES OCCIDENTALES
518;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PHILONOTIS SPHAEROCARPA BRIDEL, 1827;2676119;2001; ANDES OCCIDENTALES
519;BRYOPSIDA;BARTRAMIACEAE;GUACHAROS;PLANTAE;11;BRYALES;BRYOPHYTA;PHILONOTIS UNCINATA BRIDEL, 1827;2676140;2001; ANDES OCCIDENTALES
520;BRYOPSIDA;METEORIACEAE;GUACHAROS;PLANTAE;11;LEUCODONTALES;BRYOPHYTA;PAPILLARIA NIGRESCENS (SW. EX HEDW.) A.JAEGER;5710963;2001; ANDES OCCIDENTALES
521;BRYOPSIDA;ORTHOTRICHACEAE;GUACHAROS;PLANTAE;11;ORTHOTRICHALES;BRYOPHYTA;ORTHOTRICHUM TRACHYMITRIUM MITTEN, 1869;2672627;2001; ANDES OCCIDENTALES
522;BRYOPSIDA;ORTHOTRICHACEAE;GUACHAROS;PLANTAE;11;ORTHOTRICHALES;BRYOPHYTA;ORTHOTRICHACEAE;4668;2001; ANDES OCCIDENTALES
523;JUNGERMANNIOPSIDA;CEPHALOZIACEAE;GUACHAROS;PLANTAE;11;JUNGERMANNIALES;MARCHANTIOPHYTA;ODONTOSCHISMA FALCIFOLIUM STEPH.;7758675;2001; ANDES OCCIDENTALES
524;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.;2688807;2001; ANDES OCCIDENTALES
525;JUNGERMANNIOPSIDA;LEJEUNEACEAE;GUACHAROS;PLANTAE;11;PORELLALES;MARCHANTIOPHYTA;ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.;2688807;2001; ANDES OCCIDENTALES
