,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,direccion_territorial,total_1995,total_1996,total_1997,total_1998,total_1999,total_2000,total_2001,total_2002,total_2003,total_2004,total_2005,total_2006,total_2007,total_2008,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
680,POLYPODIOPSIDA,DRYOPTERIDACEAE,PURACE,PLANTAE,PURACE,2.0,POLYPODIALES,TRACHEOPHYTA,ELAPHOGLOSSUM MINUTUM (POHL) T.MOORE,8704582,2002.0, ANDES OCCIDENTALES,1698,4614,4147,5521,2155,1426,585,228,565,765,1428,791,1970,2680,2842,2011,3076,2959,3302,0
681,AMPHIBIA,MICROHYLIDAE,PURACE,ANIMALIA,PURACE,4.0,ANURA,CHORDATA,"ELACHISTOCLEIS OVALIS (SCHNEIDER, 1799)",2421945,2001.0, ANDES OCCIDENTALES,1698,4614,4147,5521,2155,1426,585,228,565,765,1428,791,1970,2680,2842,2011,3076,2959,3302,0
682,POLYPODIOPSIDA,POLYPODIACEAE,PURACE,PLANTAE,PURACE,2.0,POLYPODIALES,TRACHEOPHYTA,CAMPYLONEURUM LEUCORHIZON (KL.) FA©E,4024429,2002.0, ANDES OCCIDENTALES,1698,4614,4147,5521,2155,1426,585,228,565,765,1428,791,1970,2680,2842,2011,3076,2959,3302,0
683,MAGNOLIOPSIDA,ASTERACEAE,PURACE,PLANTAE,PURACE,9.0,ASTERALES,TRACHEOPHYTA,BACCHARIS MACRANTHA SUBSP. CAUCAENSIS CUATREC.,4250060,2003.0, ANDES OCCIDENTALES,1698,4614,4147,5521,2155,1426,585,228,565,765,1428,791,1970,2680,2842,2011,3076,2959,3302,0
684,JUNGERMANNIOPSIDA,LEJEUNEACEAE,SIERRA NEVADA DE SANTA MARTA,PLANTAE,SIERRA NEVADA DE SANTA MARTA,1.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA CARACENSIS (LINDENB.) STEPHANI,8249563,2010.0, CARIBE,0,21,135,166,72,158,223,237,452,0,689,718,532,492,453,279,325,270,373,54
685,BRYOPSIDA,POTTIACEAE,TAMA,PLANTAE,TAMA,1.0,POTTIALES,BRYOPHYTA,"SYNTRICHIA BOGOTENSIS MITTEN EX ZANDER, 1993",2671302,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
686,BRYOPSIDA,POTTIACEAE,TAMA,PLANTAE,TAMA,1.0,POTTIALES,BRYOPHYTA,"STREPTOPOGON LINDIGII HAMPE, 1851",2671865,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
687,BRYOPSIDA,METEORIACEAE,TAMA,PLANTAE,TAMA,1.0,LEUCODONTALES,BRYOPHYTA,"SQUAMIDIUM NIGRICANS BROTHERUS, 1906",2677764,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
688,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,11.0,ASTERALES,TRACHEOPHYTA,SENECIO L.,3106738,1998.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
689,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,11.0,ASTERALES,TRACHEOPHYTA,SENECIO L.,3106738,1998.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
690,LYCOPODIOPSIDA,SELAGINELLACEAE,TAMA,PLANTAE,TAMA,1.0,SELAGINELLALES,TRACHEOPHYTA,SELAGINELLA P.BEAUV.,2688177,2001.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
691,LYCOPODIOPSIDA,SELAGINELLACEAE,TAMA,PLANTAE,TAMA,1.0,SELAGINELLALES,TRACHEOPHYTA,SELAGINELLACEAE,6724,2001.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
692,BRYOPSIDA,LEMBOPHYLLACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,"RIGODIUM TOXARION JAEGER, 1878",2676006,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
693,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,RHODOBRYUM PROCERUM (SCHIMP.) PARIS,7786179,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
694,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,RHODOBRYUM PROCERUM (SCHIMP.) PARIS,7786179,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
695,BRYOPSIDA,GRIMMIACEAE,TAMA,PLANTAE,TAMA,1.0,GRIMMIALES,BRYOPHYTA,"RACOMITRIUM CUCULLATIFOLIUM HAMPE, 1863",2674286,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
696,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,PYLAISIELLA FALCATA (SCHIMP.) ANDO,8057508,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
697,BRYOPSIDA,HYLOCOMIACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"PLEUROZIUM SCHREBERI MITTEN, 1869",2679715,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
698,BRYOPSIDA,BRACHYTHECIACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"PLATYHYPNIDIUM AQUATICUM FLEISCHER, 1923",2679818,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
699,BRYOPSIDA,METEORIACEAE,TAMA,PLANTAE,TAMA,1.0,LEUCODONTALES,BRYOPHYTA,"PILOTRICHELLA FLEXILIS A…NGSTRA¶M, 1876",2677818,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
700,AMPHIBIA,STRABOMANTIDAE,TAMA,ANIMALIA,TAMA,3.0,ANURA,CHORDATA,"PHRYNOPUS NANUS (GOIN & COCHRAN, 1963)",2425874,1999.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
701,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,PENTACALIA PULCHELLA (KUNTH) CUATREC.,3111507,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
702,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,PENTACALIA PULCHELLA (KUNTH) CUATREC.,3111507,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
703,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,PENTACALIA CASS.,8368631,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
704,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,OLIGACTIS VOLUBILIS CASS.,5393250,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
705,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,MUNNOZIA SENECIONIDIS BENTH.,3099401,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
706,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,MUNNOZIA SENECIONIDIS BENTH.,3099401,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
707,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,MUNNOZIA SENECIONIDIS BENTH.,3099401,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
708,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,MUTISIA CLEMATIS L.F.,3144168,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
709,MARCHANTIOPSIDA,MARCHANTIACEAE,TAMA,PLANTAE,TAMA,4.0,MARCHANTIALES,MARCHANTIOPHYTA,MARCHANTIA CHENOPODA L.,7371533,2005.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
710,LYCOPODIOPSIDA,LYCOPODIACEAE,TAMA,PLANTAE,TAMA,7.0,LYCOPODIALES,TRACHEOPHYTA,LYCOPODIUM CLAVATUM L.,2688393,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
711,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,LOURTEIGIA BALLOTIFOLIA (KUNTH) R.M.KING & H.ROB.,3087492,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
712,BRYOPSIDA,LEUCOBRYACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,LEUCOBRYACEAE,3230064,2001.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
713,BRYOPSIDA,LEPYRODONTACEAE,TAMA,PLANTAE,TAMA,1.0,ISOBRYALES,BRYOPHYTA,"LEPYRODON TOMENTOSUS MITTEN, 1869",2678803,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
714,BRYOPSIDA,POTTIACEAE,TAMA,PLANTAE,TAMA,1.0,POTTIALES,BRYOPHYTA,"LEPTODONTIUM LUTEUM MITTEN, 1869",5280691,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
715,JUNGERMANNIOPSIDA,LEPIDOZIACEAE,TAMA,PLANTAE,TAMA,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,LEPIDOZIACEAE,2280,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
716,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,HYPOCHAERIS L.,3093681,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
717,AMPHIBIA,HYLIDAE,TAMA,ANIMALIA,TAMA,3.0,ANURA,CHORDATA,"HYLA LYNCHI RUIZ-CARRANZA & ARDILA-ROBAYO, 1991",2428304,1999.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
718,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,HYGROHYPNUM PELICHUCENSE R.S.WILLIAMS,7577740,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
719,BRYOPSIDA,HOOKERIACEAE,TAMA,PLANTAE,TAMA,1.0,HOOKERIALES,BRYOPHYTA,"HOOKERIA ACUTIFOLIA W.J.HOOKER & GREVILLE, 1825",5280016,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
720,LYCOPODIOPSIDA,LYCOPODIACEAE,TAMA,PLANTAE,TAMA,9.0,LYCOPODIALES,TRACHEOPHYTA,HUPERZIA BERNH.,2688450,1999.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
721,LYCOPODIOPSIDA,LYCOPODIACEAE,TAMA,PLANTAE,TAMA,11.0,LYCOPODIALES,TRACHEOPHYTA,HUPERZIA BERNH.,2688450,1998.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
722,BRYOPSIDA,HEDWIGIACEAE,TAMA,PLANTAE,TAMA,1.0,LEUCODONTALES,BRYOPHYTA,"HEDWIGIDIUM INTEGRIFOLIUM DIXON, 1939",2678728,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
723,BRYOPSIDA,GRIMMIACEAE,TAMA,PLANTAE,TAMA,1.0,GRIMMIALES,BRYOPHYTA,"GRIMMIA LONGIROSTRIS W.J.HOOKER, 1818",5281737,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
724,MAGNOLIOPSIDA,RUBIACEAE,TAMA,PLANTAE,TAMA,7.0,GENTIANALES,TRACHEOPHYTA,GALIUM MEXICANUM KUNTH,2914829,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
725,MAGNOLIOPSIDA,CONVOLVULACEAE,TAMA,PLANTAE,TAMA,7.0,SOLANALES,TRACHEOPHYTA,EVOLVULUS BOGOTENSIS OOSTSTR.,3678625,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
726,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA CONGESTIFLORA CUATREC.,3105110,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
727,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA INCANA CUATREC.,3105086,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
728,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA INCANA CUATREC.,3105086,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
729,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA MURILLOI CUATREC. & CUATREC.,3105074,1998.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
730,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA MURILLOI CUATREC. & CUATREC.,3105074,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
731,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA MUISKA CUATREC.,3139317,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
732,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA MURILLOI CUATREC. & CUATREC.,3105074,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
733,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA PLEIOCHASIA CUATREC.,3139333,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
734,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.,3139332,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
735,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.,3139332,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
736,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIOPSIS MUISKA (CUATREC.) CUATREC.,3139316,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
737,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIOPSIS PLEIOCHASIA (CUATREC.) CUATREC.,3139332,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
738,BRYOPSIDA,FUNARIACEAE,TAMA,PLANTAE,TAMA,1.0,FUNARIALES,BRYOPHYTA,"ENTOSTHODON BONPLANDII MITTEN, 1869",2674071,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
739,BRYOPSIDA,ENTODONTACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"ENTODON JAMESONII MITTEN, 1869",5283837,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
740,MAGNOLIOPSIDA,APOCYNACEAE,TAMA,PLANTAE,TAMA,7.0,GENTIANALES,TRACHEOPHYTA,DITASSA LONGILOBA BENTH.,3580166,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
741,MAGNOLIOPSIDA,FABACEAE,TAMA,PLANTAE,TAMA,7.0,FABALES,TRACHEOPHYTA,DALEA COERULEA SCHINZ & THELL.,5353378,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
742,BRYOPSIDA,CRYPHAEACEAE,TAMA,PLANTAE,TAMA,1.0,LEUCODONTALES,BRYOPHYTA,CRYPHAEA FASCICULOSA MITT.,8108448,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
743,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,12.0,ASTERALES,TRACHEOPHYTA,CONDYLOPODIUM HYALINIFOLIUM S.DA­AZ & G.P.MA©NDEZ,3110313,1998.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
744,AVES,PIPRIDAE,TAMA,ANIMALIA,TAMA,9.0,PASSERIFORMES,CHORDATA,"CORAPIPO LEUCORRHOA (P.L.SCLATER, 1863)",2487777,1999.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
745,AMPHIBIA,DENDROBATIDAE,TAMA,ANIMALIA,TAMA,3.0,ANURA,CHORDATA,"COLOSTETHUS SUBPUNCTATUS (COPE, 1899)",2429182,1999.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
746,AMPHIBIA,DENDROBATIDAE,TAMA,ANIMALIA,TAMA,3.0,ANURA,CHORDATA,"COLOSTETHUS SUBPUNCTATUS (COPE, 1899)",2429182,1999.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
747,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,CHROMOLAENA DC.,7824453,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
748,MAGNOLIOPSIDA,AMARANTHACEAE,TAMA,PLANTAE,TAMA,9.0,CARYOPHYLLALES,TRACHEOPHYTA,CHENOPODIUM QUINOA WILLD.,3083935,2004.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
749,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
750,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
751,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
752,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
753,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
754,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
755,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,6.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
756,BRYOPSIDA,POTTIACEAE,TAMA,PLANTAE,TAMA,1.0,POTTIALES,BRYOPHYTA,"BRYOERYTHROPHYLLUM JAMESONII H.CRUM, 1957",2670506,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
757,BRYOPSIDA,POTTIACEAE,TAMA,PLANTAE,TAMA,1.0,POTTIALES,BRYOPHYTA,"BRYOERYTHROPHYLLUM CAMPYLOCARPUM H.CRUM, 1957",2670513,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
758,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,"BREUTELIA INCLINATA JAEGER, 1875",2676346,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
759,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,"BREUTELIA INCLINATA JAEGER, 1875",2676346,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
760,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,7.0,ASTERALES,TRACHEOPHYTA,BIDENS L.,3105856,2002.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
761,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS CHRYSODICTYON (HAMPE) MITT.,8043779,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
762,JUNGERMANNIOPSIDA,ANEURACEAE,TAMA,PLANTAE,TAMA,6.0,METZGERIALES,MARCHANTIOPHYTA,ANEURACEAE,6125,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
763,JUNGERMANNIOPSIDA,ANEURACEAE,TAMA,PLANTAE,TAMA,6.0,METZGERIALES,MARCHANTIOPHYTA,ANEURACEAE,6125,1995.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
764,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,AGERATINA SPACH,7362949,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
765,MAGNOLIOPSIDA,ASTERACEAE,TAMA,PLANTAE,TAMA,8.0,ASTERALES,TRACHEOPHYTA,AGERATINA SPACH,7362949,1997.0, ANDES NORORIENTALES,1047,270,518,178,250,171,47,0,0,0,0,0,0,0,3,12,0,0,0,0
766,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,1.0,ASTERALES,TRACHEOPHYTA,SENECIO NIVEOAUREUS CUATREC.,3108482,1998.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
767,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,12.0,ASTERALES,TRACHEOPHYTA,SENECIO L.,3106738,1998.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
768,LYCOPODIOPSIDA,LYCOPODIACEAE,COCUY,PLANTAE,COCUY,10.0,LYCOPODIALES,TRACHEOPHYTA,LYCOPODIUM CLAVATUM L.,2688393,1996.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
769,MAGNOLIOPSIDA,FABACEAE,COCUY,PLANTAE,COCUY,10.0,FABALES,TRACHEOPHYTA,LUPINUS INTERRUPTUS BENTH.,2964144,1996.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
