,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,direccion_territorial,total_1995,total_1996,total_1997,total_1998,total_1999,total_2000,total_2001,total_2002,total_2003,total_2004,total_2005,total_2006,total_2007,total_2008,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
76,PINOPSIDA,PODOCARPACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,PINALES,TRACHEOPHYTA,PRUMNOPITYS MONTANA (HUMB. & BONPL. EX WILLD.) DE LAUB.,2687271,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
77,PINOPSIDA,PODOCARPACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,PINALES,TRACHEOPHYTA,PRUMNOPITYS MONTANA (HUMB. & BONPL. EX WILLD.) DE LAUB.,2687271,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
78,PINOPSIDA,PODOCARPACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,PINALES,TRACHEOPHYTA,PRUMNOPITYS MONTANA (HUMB. & BONPL. EX WILLD.) DE LAUB.,2687271,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
79,BRYOPSIDA,NECKERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,"POROTRICHUM LONGIROSTRE MITTEN, 1869",2678661,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
80,BRYOPSIDA,NECKERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,"POROTRICHUM MUTABILE HAMPE, 1862",2678640,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
81,BRYOPSIDA,POLYTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,POLYTRICHALES,BRYOPHYTA,"POLYTRICHUM JUNIPERINUM HEDWIG, 1801",2683092,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
82,BRYOPSIDA,POLYTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,POLYTRICHALES,BRYOPHYTA,POLYTRICHACEAE,4669,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
83,BRYOPSIDA,POLYTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POLYTRICHALES,BRYOPHYTA,POLYTRICHACEAE,4669,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
84,BRYOPSIDA,BRYACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"POHLIA LEPTODONTIUM BROTHERUS, 1903",5282614,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
85,PINOPSIDA,PODOCARPACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,PINALES,TRACHEOPHYTA,PODOCARPUS OLEIFOLIUS VAR. MACROSTACHYUS (PARL.) J.T.BUCHHOLZ & N.E.GRAY,5286010,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
86,BRYOPSIDA,PLAGIOTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"PLAGIOTHECIUM NOVOGRANATENSE MITTEN, 1869",5283468,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
87,BRYOPSIDA,PLAGIOTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"PLAGIOTHECIUM NOVOGRANATENSE MITTEN, 1869",5283468,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
88,BRYOPSIDA,BRYACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"POHLIA RICHARDSII A.J.SHAW, 1982",5282558,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
89,BRYOPSIDA,BRACHYTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,HYPNALES,BRYOPHYTA,"PLATYHYPNIDIUM AQUATICUM FLEISCHER, 1923",2679818,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
90,BRYOPSIDA,BRACHYTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"PLATYHYPNIDIUM AQUATICUM FLEISCHER, 1923",2679818,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
91,BRYOPSIDA,BRACHYTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,HYPNALES,BRYOPHYTA,"PLATYHYPNIDIUM AQUATICUM FLEISCHER, 1923",2679818,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
92,BRYOPSIDA,BRACHYTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"PLATYHYPNIDIUM AQUATICUM FLEISCHER, 1923",2679818,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
93,BRYOPSIDA,MNIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,BRYALES,BRYOPHYTA,"PLAGIOMNIUM RHYNCHOPHORUM T.KOPONEN, 1971",2677620,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
94,BRYOPSIDA,BRACHYTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,HYPNALES,BRYOPHYTA,"PLATYHYPNIDIUM AQUATICUM FLEISCHER, 1923",2679818,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
95,LILIOPSIDA,ORCHIDACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,ASPARAGALES,TRACHEOPHYTA,PLEUROTHALLIS R.BR.,7941720,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
96,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILACEAE,2278,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
97,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILACEAE,2278,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
98,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILACEAE,2278,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
99,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA RADDIANA LINDENB.,7430359,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
100,MAGNOLIOPSIDA,URTICACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ROSALES,TRACHEOPHYTA,PILEA SMITHII KILLIP,5670403,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
101,MAGNOLIOPSIDA,URTICACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ROSALES,TRACHEOPHYTA,PILEA SMITHII KILLIP,5670403,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
102,BRYOPSIDA,METEORIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,"PILOTRICHELLA FLEXILIS A…NGSTRA¶M, 1876",2677818,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
103,BRYOPSIDA,METEORIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,"PILOTRICHELLA FLEXILIS A…NGSTRA¶M, 1876",2677818,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
104,BRYOPSIDA,BARTRAMIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"PHILONOTIS ELONGATA H.CRUM & STEERE, 1956",2676075,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
105,BRYOPSIDA,BARTRAMIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BRYALES,BRYOPHYTA,"PHILONOTIS UNCINATA BRIDEL, 1827",2676140,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
106,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,10.0,ASTERALES,TRACHEOPHYTA,PENTACALIA GUADALUPE (CUATREC.) CUATREC.,3111552,1998.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
107,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,4.0,ASTERALES,TRACHEOPHYTA,PENTACALIA CORYMBOSA (BENTH.) CUATREC.,3111468,2000.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
108,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,PENTACALIA CORYMBOSA (BENTH.) CUATREC.,3111468,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
109,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,PENTACALIA GUADALUPE (CUATREC.) CUATREC.,3111552,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
110,MAGNOLIOPSIDA,PIPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,PIPERALES,TRACHEOPHYTA,PEPEROMIA HISPIDULA A.DIETR.,7305892,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
111,MAGNOLIOPSIDA,PIPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,PIPERALES,TRACHEOPHYTA,PEPEROMIA RUIZ & PAV.,3086367,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
112,MAGNOLIOPSIDA,PASSIFLORACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,MALPIGHIALES,TRACHEOPHYTA,PASSIFLORA CRISPOLANATA URIBE,3587257,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
113,MAGNOLIOPSIDA,PASSIFLORACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,MALPIGHIALES,TRACHEOPHYTA,PASSIFLORA LANATA POIR.,3586879,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
114,MAGNOLIOPSIDA,PASSIFLORACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,MALPIGHIALES,TRACHEOPHYTA,PASSIFLORA MIXTA L.F.,8368994,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
115,BRYOPSIDA,METEORIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,PAPILLARIA IMPONDEROSA (TAYLOR) BROTH.,7526096,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
116,BRYOPSIDA,METEORIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,PAPILLARIA IMPONDEROSA (TAYLOR) BROTH.,7526096,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
117,BRYOPSIDA,METEORIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,PAPILLARIA NIGRESCENS (SW. EX HEDW.) A.JAEGER,5710963,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
118,BRYOPSIDA,METEORIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,PAPILLARIA PENICILLATA (DOZY & MOLK.) BROTH.,7701399,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
119,BRYOPSIDA,METEORIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,PAPILLARIA PENICILLATA (DOZY & MOLK.) BROTH.,7701399,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
120,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,7.0,GENTIANALES,TRACHEOPHYTA,PALICOUREA AUBL.,2898662,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
121,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,PALLAVICINIALES,MARCHANTIOPHYTA,PALLAVICINIACEAE,2272,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
122,BRYOPSIDA,BRACHYTHECIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,HYPNALES,BRYOPHYTA,"PALAMOCLADIUM LESKEOIDES BRITTON, 1914",2679728,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
123,LILIOPSIDA,ERIOCAULACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,POALES,TRACHEOPHYTA,PAEPALANTHUS MART.,8424714,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
124,MAGNOLIOPSIDA,OXALIDACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,OXALIDALES,TRACHEOPHYTA,OXALIS MEDICAGINEA KUNTH,3626707,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
125,MAGNOLIOPSIDA,OXALIDACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,OXALIDALES,TRACHEOPHYTA,OXALIS L.,2891642,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
126,MAGNOLIOPSIDA,OXALIDACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,OXALIDALES,TRACHEOPHYTA,OXALIS L.,2891642,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
127,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,7.0,GENTIANALES,TRACHEOPHYTA,PALICOUREA ANGUSTIFOLIA KUNTH,2899281,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
128,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,PALICOUREA DEMISSA STANDL.,2898742,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
129,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,PALICOUREA LINEARIFLORA WERNHAM,2899224,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
130,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,PALICOUREA LINEARIFLORA WERNHAM,2899224,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
131,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,PALICOUREA LINEARIFLORA WERNHAM,2899224,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
132,BRYOPSIDA,ORTHOTRICHACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ORTHOTRICHALES,BRYOPHYTA,"ORTHOTRICHUM PUNGENS MITTEN, 1869",2672622,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
133,LILIOPSIDA,CYPERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,POALES,TRACHEOPHYTA,OREOBOLUS GOEPPINGERI SUESS.,2711916,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
134,MAGNOLIOPSIDA,ARALIACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,APIALES,TRACHEOPHYTA,OREOPANAX FLORIBUNDUS (KUNTH) DECNE. & PLANCH.,3036585,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
135,MAGNOLIOPSIDA,ARALIACEAE,IGUAQUE,PLANTAE,IGUAQUE,9.0,APIALES,TRACHEOPHYTA,OREOPANAX FLORIBUNDUS (KUNTH) DECNE. & PLANCH.,3036585,2003.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
136,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,4.0,ASTERALES,TRACHEOPHYTA,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,3096721,2000.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
137,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,3096721,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
138,JUNGERMANNIOPSIDA,CEPHALOZIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,JUNGERMANNIALES,MARCHANTIOPHYTA,ODONTOSCHISMA LONGIFLORUM STEPHANI,8275621,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
139,MAMMALIA,CRICETIDAE,IGUAQUE,ANIMALIA,IGUAQUE,6.0,RODENTIA,CHORDATA,"OLIGORYZOMYS FULVESCENS (SAUSSURE, 1860)",2438276,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
140,MAGNOLIOPSIDA,LAURACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,LAURALES,TRACHEOPHYTA,OCOTEA CALOPHYLLA MEZ,4176520,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
141,BRYOPSIDA,NECKERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,LEUCODONTALES,BRYOPHYTA,NECKERA SCABRIDENS MA¼LL.HAL.,9157887,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
142,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,NERTERA GRANADENSIS DRUCE,2911624,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
143,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,NERTERA GRANADENSIS DRUCE,2911624,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
144,MAGNOLIOPSIDA,RUBIACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,GENTIANALES,TRACHEOPHYTA,NERTERA GRANADENSIS DRUCE,2911624,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
145,JUNGERMANNIOPSIDA,NOTEROCLADACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,PELLIALES,MARCHANTIOPHYTA,NOTEROCLADA CONFLUENS TAYLOR EX HOOK. & WILSON,2689546,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
146,MAGNOLIOPSIDA,MYRTACEAE,IGUAQUE,PLANTAE,IGUAQUE,9.0,MYRTALES,TRACHEOPHYTA,MYRCIANTHES LEUCOXYLA (ORTEGA) MCVAUGH,3188304,2003.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
147,MAGNOLIOPSIDA,MYRTACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,MYRTALES,TRACHEOPHYTA,MYRCIANTHES O.BERG,3188150,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
148,MAGNOLIOPSIDA,PRIMULACEAE,IGUAQUE,PLANTAE,IGUAQUE,12.0,ERICALES,TRACHEOPHYTA,MYRSINE DEPENDENS (RUIZ & PAV.) SPRENG.,3721831,2002.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
149,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,MUTISIA CLEMATIS L.F.,3144168,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
150,MAGNOLIOPSIDA,ASTERACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,ASTERALES,TRACHEOPHYTA,MUTISIA CLEMATIS L.F.,3144168,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
151,MAGNOLIOPSIDA,BORAGINACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,BORAGINALES,TRACHEOPHYTA,MORITZIA LINDENII BENTH. EX GA¼RKE,8207707,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
152,MARCHANTIOPSIDA,MONOCLEACEAE,IGUAQUE,PLANTAE,IGUAQUE,6.0,MARCHANTIALES,MARCHANTIOPHYTA,MONOCLEA GOTTSCHEI LINDB.,2688635,2001.0, ANDES NORORIENTALES,3985,5113,6488,5957,5083,5992,6828,5160,6716,6524,6195,5078,4246,4696,5263,5235,4654,6742,5469,2608
